sourceArchiveURI	reference	consumer.distinct	consumer.records
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Sazima, I. 1980. Behavior of two Brazilian species of parodontid fishes, <i>Apareiodon piracicabae</i> and <i>A. ibitiensis</i>. Copeia 1980(1):166-169.	1	5
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Heemstra, P.C. 1984. Emmelichthyidae. In W. Fischer and G. Bianchi (eds.) FAO species identification sheets for fishery purposes. Western Indian Ocean fishing area 51. Vol. 2.	1	1
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Foster, B.A. and W.A. Newman. 1987. Chthamalid barnacles of Easter Island; peripheral Pacific isolation of Notochthamalinae new subfamily and <i>Hembeli</i>-group of Europhiinae (Cirripedia: Chthamaloidea). Bull. Mar. Sci. 41(2):322-336.	1	1
https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp. Accessed at <https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=COD&years=2011&years=2008&years=2005&years=2001&years=1992&years=1988&years=1984&years=1981&years=1978&years=1974&years=1971&years=1964&years=1961&years=1957&years=1954&years=1951&years=1938&years=1930&years=1913&years=1907&years=1904&years=1901&years=1897&years=1891&years=1888&areas=VIb&areas=XIVb&areas=IIa&areas=VIa&areas=VIIa&areas=IVa&areas=Vb&areas=VIIj&areas=IVb&areas=VIIb&areas=VIIe&areas=VIIf&areas=VIIg&areas=VIIh&areas=IVa&areas=IIb&areas=Ib&areas=IVc&areas=IVb/IVc&minlength=0&maxlength=1000&nullLengths=true> on 20 May 2017.	1	18547
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Lek, S. and S. Lek. 1978. Régime alimentaire d'<i>Ichthyborus besse besse</i> (Joannis, 1835) (Pisces, Citharinidae) du bassin du lac Tchad. Cybium (3):59-75.	1	9
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Pakhomov, E.A. and A.A. Shumatova. 1992. Feeding and estimation of daily ration of wilson's glassfish, <i>Chaenodraco wilsoni</i>, of the Indian Ocean Sector of Antarctica. J. Ichthyol. 32(7):56-70.	1	15
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Santos-Martínez, A. and S. Arboleda. 1993. Aspectos biologicos y ecologicos del macabi <i>Elops saurus</i> Linnaeus (Pisces: Elopidae) en la Cienaga Grande de Santa Marta y Costa Adyacente, Caribe Colombiano. An. Inst. Invest. Mar. Punta Bull. 22:77-96.	1	1
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Villanueva, R. 1992. Deep-sea cephalopods of the north-western Mediterranean: indications of up-slope ontogenetic migration in to bathybenthic species. Journal of Zoology London 227:267-276.	2	4
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Tortonese, E. 1986. Moronidae. p. 793-796. In P.J.P. Whitehead, M.-L. Bauchot, J.-C. Hureau, J. Nielsen and E. Tortonese (eds.) Fishes of the north-eastern Atlantic and the Mediterranean. UNESCO, Paris. vol. 2.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Morrow, J.E., E.W. Schallock and G.E. Bergtold. 1977. Feeding by Alaska whitefish, <i>Coregonus nelsoni</i>, during the spawning run. Fish. Bull. 75(1):234-235.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Koga, S. 1967. Studies on the fishery biology of the tuna and marlin in the Indian Ocean and the South Pacific Ocean. J. Shimonoseki Univ. Fish. 15:51-256.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Arthington, A.H. 1989. Diet of <i>Gambusia affinis holbrooki</i>, <i>Xiphophorus helleri</i>, <i>X. maculatus</i>, and <i>Poecilia reticulata</i> (Pisces: Poeciliidae) in streams of southeastern Queensland, Australia. Asian Fish. Sci. 2:193-212.	5	38
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Tomoleoni, J.A. 2007. Patterns of abundance, distribution, and size composition of the rainwater killifish (<i>Lucania parva</i>) in a subtropical bay. Open Access Theses. Paper 81.  University of Miami, Florida. MS thesis. 38p.	3	19
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Rojas de Mendiola, B. 1966. Notas sobre la alimentación de la sardina y el machete en las aguas costaneras del Perú. Memoria del I Seminario Latino-Americano sobre el oceano Pacifico-Oriental, U. N. M. S. M.	1	5
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Lowe, C.G. 1996. Ontogenetic dietary shifts and feeding behavior of the tiger shark, <i>Galeocerdo cuvier</i>, in Hawaiian waters. Environ. Biol. Fish. 47:203-211.	1	1
https://github.com/globalbioticinteractions/planque2014/archive/b463608e2c9d7e0b3aab4fdb88d367b73e5c0a2d.zip	Skj�raasen J.E. and Bergstad O.A. 2000. Distribution and feeding ecology of Raja radiata in the northeastern North Sea and Skagerrak (Norwegian Deep). ICES Journal of Marine Sciences. 57: 1249-1260	1	14
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Macabalang, S.D., A.A. Gani and I.C. Kamad. 1984. Biological investigation and survey of pigek. BFAR XII Res. J.:17 p.	1	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Whitehead, P.J.P. 1985. FAO Species Catalogue. Vol. 7. Clupeoid fishes of the world (suborder Clupeioidei). An annotated and illustrated catalogue of the herrings, sardines, pilchards, sprats, shads, anchovies and wolf-herrings. FAO Fish. Synop. 125(7/1):1-303. Rome: FAO.	53	86
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Rosenthal, R.J., V.M. O'Connell and M.C. Murphy. 1988. Feeding ecology of ten species of rockfishes (Scorpaenidae) from the Gulf of Alaska. Calif. Fish and Game 74(1):16-37.	8	97
https://github.com/globalbioticinteractions/spire/archive/f9a1ba09085173a5bf56736456947d5a787d00de.zip	K. Aulio, K. Jumppanen, H. Molsa, J. Nevalainen, M. Rajasilta, I. Vuorinen, Litoraalin merkitys Pyhajarven kalatuotannolle, Sakylan Pyhajarven Tila Ja Biologinen Tuotanto (Lounais-Suomen Vesiensuojeluyhdistys R. Y., Turku, Finland, 1981) 47:173-176.	5	32
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	McClanahan, T.R. 1995. Fish predators and scavengers of the sea urchin <i>Echinometra mathaei</i> in Kenyan coral-reef marine parks. Environ. Biol. Fish. 43:187-193.	5	5
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Santos-Martínez, A. and S. Arboleda. 1993. Aspectos biologicos y ecologicos del macabi <i>Elops saurus</i> Linnaeus (Pisces: Elopidae) en la Cienaga Grande de Santa Marta y Costa Adyacente, Caribe Colombiano. An. Inst. Invest. Mar. Punta Bull. 22:77-96.	1	18
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Islam, M.S. and M. Tanaka. 2006. Ontogenetic diet shift during larva-juvenile transition in Japanses sea bass in Ariake Bay. Mar. Ecol Prog. Ser. In press.	1	7
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Jamet, J.L. 1994. Feeding activity of adult roach (<i>Rutilis rutilus</i> (L.)), perch (<i>Perca fluvialitis</i> L.) and ruffe (<i>Gymnocephalus cernuus</i> (L.)) in eutrophic lake Aydat (France). Aquat. Sci. 56(4):376-387.	3	5
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Teytaud, A. 1971. Food habits of the goby, <i>Ginsburgellus novemlineatus</i>, and the clingfish, <i>Arcos rubiginosus</i>, associated with echinoids in the Virgin Islands. Caribb. J. Sci. 11(1-2):41-45.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Cox, S., T. Essington, J. Kitchell, S. Martell, C. Walters, C. Boggs and I. Kaplan. 2002. Reconstructing ecosystem dynamics in the central Pacific Ocean, 1952-1998. II. A Preliminary assessment of the throphic impacts of fishing and effects on tuna dynamics. Can. J. Fish. Aquat. Sci. 59(11):1736-1747.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Teugels, G.G. and D.F.E. Thys van den Audenaerde. 1991. Tilapia. p. 482-508. In J. Daget, J.-P. Gosse, G.G. Teugels and D.F.E. Thys van den Audenaerde (eds.) Check-list of the freshwater fishes of Africa (CLOFFA). ISNB, Brussels; MRAC, Tervuren; and ORSTOM, Paris. Vol. 4.	2	5
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Ebert, D.A. 1991. Observations on the predatory behavior of the sevengill shark <i>Notorhynchus cepedianus</i>. S. Afr. J. Mar. Sci. 11:455-465.	1	6
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hillgruber, N., M. Kloppmann, E. Wahl and H. von Westernhagen. 1997. Feeding of larval blue whiting and Atlantic mackerel: a comparison of foraging strategies. J. Fish Biol. 51(Suppl. A):230-249.	2	4
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Gordoa, A. and E. Macpherson. 1990. Food selection by a sit-and-wait predator, the monkfish, <i>Lophius upsicephalus</i>, off Namibia (South West Africa). Environ. Biol. Fish. 27:71-76.	1	6
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Sideleva, V.G. 1996. Comparative character of the deep-water and inshore cottoid fishes endemic to Lake Baikal. J. Fish Biol. 49(Suppl. A):192-206.	1	2
https://zenodo.org/record/258222/files/millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records-v1.0.zip	Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp. Accessed at <https://www.cefas.co.uk/umbraco/CefasPlugins/DapstomSurface/Download?searchType=predator&species=CUR&years=2011&years=2005&years=2002&years=1993&years=1992&years=1991&years=1983&years=1964&years=1962&years=1929&years=1928&years=1921&years=1902&years=1901&years=1894&years=1888&areas=IVa&areas=IVb&areas=VIa&areas=VIIa&areas=VIIe&areas=VIIf&areas=VIIg&areas=VIIh&areas=VIIIa&areas=VIIId&areas=VIIj&minlength=0&maxlength=1000&nullLengths=true> on 20 May 2017.	1	237
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Compagno, L.J.V. and P.R. Last. 1999. Pristidae. Sawfishes. p. 1410-1417. In K.E. Carpenter and V. Niem (eds.) FAO identification guide for fishery purposes. The Living Marine Resources of the Western Central Pacific. FAO, Rome.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Dee, A.J. and J.D. Parrish. 1994. Reproductive and trophic ecology of the soldierfish <i>Myripristis amaena</i> in tropical fisheries. Fish. Bull. 92:516-530.	1	15
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Compagno, L.J.V. 1998. Hemigaleidae. Weasel sharks. p. 1305-1311. In K.E. Carpenter and V.H. Niem (eds.) FAO identification guide for fishery purposes. The Living Marine Resources of the Western Central Pacific. FAO, Rome.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Geistdoerfer, P. 1979. Recherches sur l'alimentation de <i>Macrourus berglax</i> Lacépède 1801 (Macrouridae, Gadiformes). Ann. Inst. océanogr. 55(2):135-144.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Carpentieri, P., F. Colloca, M. Cardinale, A. Belluscio and G.D. Ardizzone. 2005. Feeding habits of European hake (<i>Merluccius merluccius</i>) in the central Mediterranean Sea. Fish. Bull. 103:411-416.	1	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Muñoz, A.A. and F.P. Ojeda. 1997. Feeding guild structure of a rocky intertidal fish assemblage in central Chile. Environ. Biol. Fish. 49:471-479.	12	93
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Shaffer, R.V. and E.L. Nakamura. 1989. Synopsis of biological data on the cobia <i>Rachycentron canadum</i> (Pisces: Rachycentridae). NOAA Tech. Rep. NMFS 82, FAO Fisheries Synopsis 153.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Treasurer, J.W., R. Owen and E. Bowers. 1992. The population dynamics of pike, <i>Esox lucius</i>, and perch, <i>Perca fluviatilis</i>, in a simple predator-prey system. Environ. Biol. Fish. 34:65-78.	2	32
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Arculeo, M., C. Froglia and S. Riggio. 1989. Cossiderazioni sull’ alimentazione di alcune specie ittiche dei fondali infralitorali den Golfo di Palermo. Oebalia 15, 57-65.	2	8
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Bennett, B.A. 1989. The diets of fish in three south-western Cape estuarine systems. S. Afr. J. Zool. 24(3):163-177.	10	61
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Myers, R.F. 1991. Micronesian reef fishes. Second Ed. Coral Graphics, Barrigada, Guam. 298 p.	217	306
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Rochard, E. and P. Elie. 1994. La macrofaune aquatique de l'estuaire de la Gironde. Contribution au livre blanc de l'Agence de l'Eau Adour Garonne. p. 1-56. In J.-L. Mauvais and J.-F. Guillaud (eds.) État des connaissances sur l'estuaire de la Gironde. Agence de l'Eau Adour-Garonne, Éditions Bergeret, Bordeaux, France. 115 p.	1	4
https://github.com/globalbioticinteractions/planque2014/archive/b463608e2c9d7e0b3aab4fdb88d367b73e5c0a2d.zip	L�nne, O. J., and Gulliksen, B. 1989. Size, age and diet of polar cod, Boreogadus saida (Lepechin 1773), in ice covered waters. Polar Biology, 9: 187-191.	1	20
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hobson, E.S. 2000. Interannual variation in predation on first-year <i>Sebastes</i> spp. by three northern California predators. Fish. Bull. 99(2):292-302.	5	8
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Papaconstantinou, C., C.-Y. Politou, E. Caragitsou, K.I. Stergiou, C. Mytilineou, V. Vassilopoulou, A. Fourtouni, M. Karkani, S. Kavadas, G. Petrakis, A. Siapatis, P. Chatzinikolaou and M. Giagnisi. 1994. Investigations on the abundance and distribution of demersal stocks of primary importance in the Thermatikos Gulf and the Thracian Sea (Hellas). National Centre for Marine Research, Athens, Hellas, Technical Report, North Aegean Sea Series 4/1994. (In Hellenic). 356 p.	2	8
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Toole, C.L. 1980. Intertidal recruitment and feeding in relation to optimal utilization of nursery areas by juvenile English sole (<i>Parophrys vetulus</i>: Pleuronectidae). Environ. Biol. Fish. 5(4):383-390.	1	3
https://github.com/GoMexSI/interaction-data/archive/2fba3631b0676659c9a0d9898dcb4bfb41795b59.zip	C Camber. 1955. A Survey of the Red Snapper Fishery of the Gulf of Mexico, With Special Reference to the Campeche Banks	1	33
https://github.com/GoMexSI/interaction-data/archive/2fba3631b0676659c9a0d9898dcb4bfb41795b59.zip	Steven Naughton, Carl Saloman. 1985. Food of gag (Mycteroperca microlepis) from North Carolina and three areas of Florida	1	404
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Cardona, L. 2001. Non-competitive coexistence between Mediterranean grey mullet: evidence from seasonal changes in food availability, niche breadth and trophic overlap. J. Fish Biol. 59:729-744.	5	71
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Degel, H. and H. Gislason. 1988. Some observations on the food selection of plaice and dab in Øresund, Denmark. p. 1-6 plus tables & figures. ICES, CM. 1988/G:50, Demersal Fish Committee.	2	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Morgans, J.F.C. 1982. Serranid fishes of Tanzania and Kenya. Ichthyol. Bull. J.L.B. Smith Inst. Ichthyol. (46):1-44.	3	5
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Ivantsoff, W. 1999. Order Atheriniformes. Pseudomugilidae. Blue eyes. p. 2109-2112. In K.E. Carpenter and V.H. Niem (eds.) FAO species identification guide for fishery purposes. The living marine resources of the Western Central Pacific. Volume 4. Bony fishes part 2 (Mugilidae to Carangidae). FAO, Rome.	1	1
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Möllmann, C. and F.W. Köster. 1999. Food consumption by clupeids in the central Baltic: evidence for top-down control?. ICES J. Mar. Sci. 56 (Suppl.):100-113.	2	4
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Steene, R.C. 1978. Butterfly and angelfishes of the world. A.H. & A.W. Reed Pty Ltd., Australia. vol. 1. 144 p.	10	15
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Baeck, G.W. and S.-H. Huh. 2004. Feeding habits of brown barracuda (<i>Sphyraena pinguis</i>, Teleostei) in the coastal waters of Gadeok-do, Korea. J. Korean Fish. Soc. 36(6):505-510.	1	19
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Senta, T., M. Kimura and T. Kanbara. 1993. Predation of fishes on open-ocean species of sea-skaters (<i>Halobates</i> spp.). Jap. J. Ichthyol. 40(2):193-198.	10	65
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Rechlin, O. 1991. Tendencies in the herring population development of the Baltic Sea. Int. Rev. Ges. Hydrobiol. 76(3):405-412.	1	1
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Randall, J.E. 1992. Review of the biology of the tiger shark (<i>Galeocerdo cuvier</i>). Aust. J. Mar. Freshwat. Res. 43(1):21-31.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Sturdevant, M.V., A.L.J. Brase and L.B. Hulbert. 2001. Feeding habits, prey fields, and potential competition of young-of-the-year walleye pollock (<i>Theragra chalcogramma</i>) and Pacific herring <i>Clupea pallasi</i>) in Prince William Sound, Alaska, 1994-1995. Fish. Bull 99:482-501.	1	21
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Hahn, N.S., V.L. Almeida and K.D.G. Luz. 1997. Alimentação e ciclo alimentar diário de <i>Holoplosternum littorale</i> (Hancock) (Siluriformes, Callichthyidae) nas lagoas Guaraná e Patos da planície do Alto Rio Paraná, Brasil. Revista Brasileira de Zoologia, 14(1):57-64.	1	67
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Pakhomov, E.A. 1998. Diet of two Antarctic dragonfish (Pisces: Bathydraconidae) from the Indian sector of the Southern Ocean. Antarc. Sci. 10(1):55-61.	2	5
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Nishida, K. and K. Nakaya. 1990. Taxonomy of the genus <i>Dasyatis</i> (Elasmobranchia, Dasyatidae) from the North Pacific. NOAA Tech. Rept. NMFS 90:327-346.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Welsh, W. and G. Breder. 1924. Contribution to the life history of Sciaenidae of the U.S. East Coast. Fish. Bull. 39(945):141-201.	1	2
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Dexter, R.W. 1969. Studies on the food habits of whiting, redfish, and pollock in the Gulf of Maine. J. Mar. Biol. Ass. India 11(1/2):288-294.	3	3
https://github.com/globalbioticinteractions/sealifebase/archive/6e93023088855bf66ea9241fb7d2d837375afe59.zip	Morton, B. and K. Chan. 2003. The natural diet and degree of hunger of <i>Nassarius festivus</i> (Gastropoda: Nassariidae) on three beaches in Hong Kong. J. Moll. Stud. 69(4):392-395.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Duffy, C.A.J. 1997. Further records of the goblin shark, <i>Mitsukurina owstoni<i> (Lamniformes: Mitsukurunidae), from New Zealand. New Zealand J. Zool. 24:167-171.	1	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Makushok, V.M. 1986. Lumpenidae. p. 1126-1129. In P.J.P. Whitehead, M.-L. Bauchot, J.-C. Hureau, J. Nielsen and E. Tortonese (eds.) Fishes of the North-eastern Atlantic and the Mediterranean. UNESCO, Paris. Vol. 3.	2	3
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Takamura, K. 1984. Interspecific relationships of aufwuchs-eating fishes in Lake Tanganyika. Environ. Biol. Fish. 10(4):225-241.	17	67
https://github.com/GoMexSI/interaction-data/archive/2fba3631b0676659c9a0d9898dcb4bfb41795b59.zip	A Landry, A Landry, H Armstrong, H Armstrong. 1980. Determine seasonal abundance, distribution a community composition of demersal finfishes and macrocrustaceans Vol IV.  U.S. Dept. of Comm., NOAA/NMFS, NOAA Tech. Mem. NMFS-SEFC-28	9	924
https://github.com/GoMexSI/interaction-data/archive/2fba3631b0676659c9a0d9898dcb4bfb41795b59.zip	Karla Padilla Mancera. 2005. Comparacion de las dietas de peces ictiofagos de las Barrancas Mpio. de Alvarado, Veracruz.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Foster, B.A. and J.C. Montgomery. 1993. Planktivory in benthic nototheniid fish in McMurdo Sound, Antarctica. Environ. Biol. Fish. 36:313-318.	4	49
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	James, A.G. 1988. Are clupeid microphagists herbivorous or omnivorous? A review of the diets of some commercially important clupeids. S. Afr. J. Mar. Sci. 7:161-177.	2	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Johnson, R.P. 1974. Synopsis of biological data on <i>Sarotherodon galilaeus</i>. FAO Fish. Synop. (90):42 p.	7	8
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Levanidov, V.Y. 1959. Feeding and trophic relations of fishes in foothill inflows of lower Amur. Vopr. Ikhtiol. 13:139-155.	5	56
https://github.com/GoMexSI/interaction-data/archive/2fba3631b0676659c9a0d9898dcb4bfb41795b59.zip	A Adams, W Kendall. 1891. Report upon an investigation of fishing grounds off the west coast of Florida	5	101
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Greenwood, P.H. 1981. The Haplochromine fishes of the East African lakes. Kraus International Publications, München. 839 p.	71	129
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Minckley, W.L. and J.E. Deacon. 1959. Biology of the flathead catfish in Kansas. Trans. Am. Fish. Soc. 88(4):344-355.	1	88
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Miller, R.R. 1950. <i>Profundulus hildebrandi</i>, a new cyprinodontid fish from Chiapas, Mexico. Copeia 1950(1):22-30.	1	5
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Job, T.J. 1940. Notes on the geographical distribution and larvicidal propensities of <i>Horaichthys setnai</i> Kulkarni. J. Bombay Nat. Hist. Soc. 42(1):447.	1	2
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Jepsen, D.B., K.O. Winemiller and D.C. Taphorn. 1997. Temporal patterns of resource partitioning among <i>Cichla</i> species in a Venezuelan blackwater river. J. Fish Biol. 51(6):1085-1108.	3	15
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Tarverdiyeva, M.I. 1972. Daily food consumption and feeding pattern of the Georgian cod (<i>Nothothenia rossi marmorata</i>) Fischer) and the Patagonian toothfish (<i>Dissotichus eleginoides</i> Smitt) (Fam. Nothotheniidae) in the South Georgia area. J. Ichthyol. (Engl. Transl. Vopr. Ikhtiol.) 12(4):684-692.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Getachew, T. 1993. The composition and nutritional status of the diet of <i>Oreochromis niloticus</i> in Lake Chamo, Ethiopia. J. Fish Biol. 42(6):865-874.	1	28
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Konings, A. 1995. Description of <i>Pseudotropheus estherae</i> sp. nov., the well-known red zebra cichlid from Lake Malawi. Tropical Fish Hobbyist (May 1995):206-210.	1	1
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Talwar, P.K. and A.G. Jhingran. 1991. Inland fishes of India and adjacent countries. vol 1. A.A. Balkema, Rotterdam. 541 p.	5	10
https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip	Pervozvanskiy, V.Y. and V.F. Bugayev. 1992. Notes on the ecology of the northern pike, <i>Esox lucius</i>, from the Keret' River (White Sea Basin). J. Ichthyol. 32(4):116-126.	1	5
