"","SpecCode","predator.name","gbif.taxon.id","dietary.niche.width","Cnidaria.other","Anthozoa","Annelida.other","Polychaeta","Clitellata","Mollusca.other","Polyplacophora","Bivalvia","Gastropoda","Cephalopoda","Brachiopoda.other","Arthropoda.other","Ostracoda","Maxillopoda","Malacostraca","Insecta","Echinodermata.other","Ophiuroidea","Echinoidea","Holothuroidea","Chordata.other","Actinopterygii","Chondrichthyes","Amphibia","Reptilia","Aves","Mammalia","Plantae.other","Animalia.other","Marine","Freshwater","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","gbif.taxon.occ.count","OCClog","DNW","DNWcorr","biome"
"1:920",1967,"Trachinotus africanus",5210673,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.32","0.48",67,4.20469261939097,0.037037037037037,-0.0490753084192738,"Marine"
"1:921",1972,"Trachinotus paitensis",5210696,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.74","0.55",441,6.08904487544685,0.148148148148148,0.0105105500578422,"Marine"
"1:922",1977,"Trachinotus teraia",5210657,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.72","0.6",259,5.55682806169954,0.037037037037037,-0.0815575489019511,"Marine"
"1:923",1978,"Trachinotus baillonii",5210663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.56","0.57",483,6.18001665365257,0.0740740740740741,-0.0661610680694512,"Marine"
"1:924",1982,"Trachurus indicus",5210485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","3.75","0.5",43,3.76120011569356,0.037037037037037,-0.0420249488749539,"Marine"
"1:925",1984,"Uraspis uraspis",2391358,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","4.07","0.43",295,5.68697535633982,0.037037037037037,-0.0865961356171816,"Marine"
"1:926",2005,"Antimora rostrata",2417115,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.58","0.47",3254,8.08764028777898,0.185185185185185,-0.0488971555141767,"Marine"
"1:927",2006,"Antimora microlepis",2417122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.5","0.37",743,6.61069604471776,0.037037037037037,-0.114574118370157,"Marine"
"1:928",2011,"Gadella maraldi",2417094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.45","0.41",844,6.73815249459596,0.037037037037037,-0.118843269307152,"Marine"
"1:929",2012,"Halargyreus johnsonii",2417127,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.38","0.47",15181,9.62779992493271,0.148148148148148,-0.213764472589346,"Marine"
"1:930",2014,"Laemonema longipes",5215409,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.24","0.39",97,4.57471097850338,0.148148148148148,0.056627593018982,"Marine"
"1:931",2016,"Lepidion eques",5215423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.24","0.37",176,5.17048399503815,0.037037037037037,-0.0678241251338724,"Marine"
"1:932",2017,"Lepidion lepidion",5215431,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"3.59","0.45","3.5","0.45",100,4.60517018598809,0.111111111111111,0.0191019520944376,"Marine"
"1:933",2019,"Physiculus japonicus",2417232,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"4.2","0.41","4.15","0.68",760,6.63331843328038,0.185185185185185,0.0328770729155662,"Marine"
"1:934",2020,"Pseudophycis bachus",2417276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.5","0.8",11418,9.34294633652421,0.037037037037037,-0.290501269615884,"Marine"
"1:935",2022,"Pseudophycis breviuscula",2417285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","null","null",1034,6.94119005506837,0.0740740740740741,-0.0907298343542264,"Marine"
"1:936",2024,"Amphiprion perideraion",5212059,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"-1",0,"2.21","0","2.8","0.22",844,6.73815249459596,0.111111111111111,-0.0447691952330781,"Marine"
"1:937",2058,"Dipturus batis",2420234,8,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.52","0.55","4.2","0.6",1176,7.06987412845857,0.296296296296296,0.12434232248645,"Marine"
"1:938",2059,"Raja clavata",5216024,19,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,"-1",0,"3.84","0.168","4.15","0.95",2425,7.79358680337158,0.703703703703704,0.484156235105135,"Marine"
"1:939",2061,"Manta birostris",2419163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.460000038","0.4965",576,6.35610766069589,0.0740740740740741,-0.0707317868077432,"Marine"
"1:940",2062,"Torpedo torpedo",5215534,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"4.5","null","4.18","0.57",1255,7.13489085156588,0.185185185185185,0.00922050475314495,"Marine"
"1:941",2063,"Latimeria chalumnae",2441273,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.400000095","0.7248",166,5.11198778835654,0.111111111111111,0.00800105011992321,"Marine"
"1:942",2066,"Acipenser sturio",2402203,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.51","0.51",1671,7.42117752859539,0.185185185185185,-0.010330597483122,"Marine"
"1:943",2067,"Huso huso",2402105,8,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"-1",0,"4.42","0.299","4.06","0.97",50,3.91202300542815,0.296296296296296,0.214664401421025,"Marine"
"1:944",2073,"Leptocharias smithii",2418738,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.79","0.49",706,6.55961523749324,0.111111111111111,-0.0390046321402416,"Marine"
"1:945",2119,"Protomelas spilonotus",2371529,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.36","0.41",9,2.19722457733622,0.0740740740740741,0.0160418061289087,"Marine"
"1:946",2216,"Trematocranus microstoma",2370441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.36","0.45",23,3.13549421592915,0.037037037037037,-0.0303627500274964,"Marine"
"1:947",2292,"Melanocetus johnsonii",2414318,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"-1",0,"null","null","4.07","0.69",1060,6.96602418710611,0.0740740740740741,-0.0920214623318198,"Marine"
"1:948",2308,"Anoplogaster cornuta",2356711,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","4.01","0.53",1609,7.38336814699238,0.037037037037037,-0.155822255852094,"Marine"
"1:949",2370,"Maylandia hajomaylandi",2373018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.4","0.45",14,2.63905732961526,0.037037037037037,-0.0231719580786801,"Marine"
"1:950",2461,"Nomeus gronovii",2381886,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.67","0.38",547,6.30444880242198,0.0740740740740741,-0.0694298545122087,"Marine"
"1:951",2467,"Echeneis naucrates",2375300,8,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"-1",0,"3.68","0.255","3.4","0.45",3592,8.18646442942209,0.296296296296296,0.0579120587455446,"Marine"
"1:952",2480,"Enneacampus kaupi",2333205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"-1",0,"null","null","2.73","0.31",68,4.21950770517611,0.0740740740740741,-0.0122516310989755,"Marine"
"1:953",2498,"Kyphosus sectatrix",2381293,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-1",0,"2","0","2.27","0.17",2211,7.70120018085745,0.111111111111111,-0.103028177735649,"Marine"
"1:954",2499,"Chelon labrosus",2400863,11,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,"-1",0,"null","null","2.59","0.32",12282,9.41589005488934,0.407407407407407,0.0711125496594101,"Marine"
"1:955",2500,"Thalassoma pavo",2384491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.5","0.47",2008,7.60489448081162,0.037037037037037,-0.171017716479849,"Marine"
"1:956",2501,"Anarhichas lupus",8006460,15,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,"-1",0,"3.55","null","3.73","0.53",14548,9.58520880610688,0.555555555555556,0.198743888248617,"Marine"
"1:957",2503,"Chimaera monstrosa",2417343,10,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,"-1",0,"3.52","null","3.529999971","0.4766",652,6.48004456192665,0.37037037037037,0.222415128820854,"Marine"
"1:958",2507,"Epigonus denticulatus",2395056,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","3.42","0.47",853,6.74875954749168,0.111111111111111,-0.0451660824401983,"Marine"
"1:959",2508,"Epigonus telescopus",2395031,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.59","0.32","3.5","0.51",3428,8.13973227971767,0.259259259259259,0.0228964447395423,"Marine"
"1:960",2511,"Eptatretus deani",2498600,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.77","0.52",226,5.42053499927229,0.111111111111111,-0.00230502566644744,"Marine"
"1:961",2512,"Eptatretus stoutii",2498646,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","4.24","0.7",422,6.04500531403601,0.148148148148148,0.0118472945946937,"Marine"
"1:962",2513,"Myxine glutinosa",2498670,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,"-1",0,"4.54","null","4.01","0.7",3847,8.25504890275229,0.333333333333333,0.0919774947434042,"Marine"
"1:963",2531,"Notorynchus cepedianus",2420600,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,"-1",0,"4.68","0.19","4.570000172","0.809",1499,7.3125534981026,0.259259259259259,0.07136528766926,"Marine"
"1:964",2532,"Ginglymostoma cirratum",2417495,10,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"-1",0,"4.15","0.206","4.3","0.74",1051,6.95749737087695,0.37037037037037,0.204723234504773,"Marine"
"1:965",2535,"Alopias vulpinus",2420797,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"-1",0,"4.5","null","4.37","0.65",1545,7.34277918933185,0.185185185185185,-0.00482287058429293,"Marine"
"1:966",2538,"Mustelus californicus",2418341,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.52","0.229","null","null",497,6.20859002609663,0.259259259259259,0.118249068066111,"Marine"
"1:967",2539,"Mustelus canis",2418312,14,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,"-1",0,"3.64","0.2","3.69","0.55",1115,7.01660968389422,0.518518518518518,0.349659066160684,"Marine"
"1:968",2540,"Mustelus henlei",2418357,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"-1",0,"3.61","0.37","null","null",329,5.79605775076537,0.185185185185185,0.0574170466440612,"Marine"
"1:969",2541,"Mustelus lunulatus",2418365,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"3.9","0.45","null","null",191,5.25227342804663,0.148148148148148,0.0406674225419809,"Marine"
"1:970",2542,"Mustelus norrisi",2418366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.87","0.67",96,4.56434819146784,0.037037037037037,-0.054320067729704,"Marine"
"1:971",2543,"Triakis semifasciata",2418369,10,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,"-1",0,"3.67","0.157","4","0.63",450,6.10924758276437,0.37037037037037,0.232137427066269,"Marine"
"1:972",2549,"Rhinobatos productus",2419072,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.59","0.276","null","null",804,6.68959926917897,0.222222222222222,0.0680718283545993,"Marine"
"1:973",2550,"Zapteryx exasperata",2418986,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.55","0.53",274,5.61312810638807,0.0740740740740741,-0.0467017851798846,"Marine"
"1:974",2551,"Narcine brasiliensis",2417770,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"-1",0,"3.16","0.35","3.061","0.26",705,6.55819780281227,0.111111111111111,-0.038964520909237,"Marine"
"1:975",2553,"Torpedo nobiliana",5215510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"4.5","0.64","4.5","0.8",1250,7.13089883029635,0.037037037037037,-0.138674609012394,"Marine"
"1:976",2555,"Bathyraja aleutica",2420280,10,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","4.14","0.76",1066,6.97166860472579,0.37037037037037,0.203975198900716,"Marine"
"1:977",2556,"Raja binoculata",5216043,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","3.92","0.64",790,6.67203294546107,0.111111111111111,-0.0424465740909467,"Marine"
"1:978",2557,"Leucoraja erinacea",2419879,13,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,"-1",0,"3.61","0.131","3.1","0.3",9349,9.14302466469132,0.481481481481481,0.176783197178695,"Marine"
"1:979",2559,"Bathyraja interrupta",2420344,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3.44","0.46",1734,7.45818615734049,0.333333333333333,0.135228707753567,"Marine"
"1:980",2561,"Dipturus laevis",2420230,10,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,"-1",0,"3.5","null","4.09","0.71",684,6.52795791762255,0.37037037037037,0.221135038766141,"Marine"
"1:981",2562,"Leucoraja ocellata",2419886,13,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,"-1",0,"4.43","0.514","3.61","0.56",9470,9.15588418618012,0.481481481481481,0.175386477621354,"Marine"
"1:982",2565,"Amblyraja radiata",2420446,19,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,"-1",0,"4.2","0.268","3.49","0.56",39065,10.5729822044308,0.703703703703704,0.269160266543903,"Marine"
"1:983",2572,"Dasyatis centroura",2419499,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.81","null","3.81","0.49",1131,7.03085747611612,0.148148148148148,-0.0215210685481948,"Marine"
"1:984",2575,"Dasyatis say",2419566,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.7","0.23","null","null",749,6.61873898351722,0.222222222222222,0.0703659140551155,"Marine"
"1:985",2576,"Pteroplatytrygon violacea",2419426,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.36","0.54",1158,7.05444965813294,0.0740740740740741,-0.0969651222042684,"Marine"
"1:986",2580,"Urolophus halleri",2420478,10,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.24","0.089","null","null",1021,6.92853781816467,0.37037037037037,0.206207644537117,"Marine"
"1:987",2581,"Urobatis jamaicensis",2420471,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.55","0.51",460,6.13122648948314,0.0740740740740741,-0.0647941966327609,"Marine"
"1:988",2582,"Myliobatis californica",2419300,9,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,"-1",0,"3.24","0.073","3.5","0.37",573,6.35088571671474,0.333333333333333,0.18865852347759,"Marine"
"1:989",2583,"Myliobatis goodei",2419318,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.27","0.34",193,5.26269018890489,0.111111111111111,0.00328310630097885,"Marine"
"1:990",2584,"Rhinoptera bonasus",5215777,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"3.23","null","3.49","0.47",3457,8.14815643992162,0.185185185185185,-0.0515430555696717,"Marine"
"1:991",2589,"Hydrolagus colliei",5215461,8,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","3.68","0.54",885,6.78558764500793,0.296296296296296,0.138585081918837,"Marine"
"1:992",2593,"Acipenser oxyrinchus",4287132,10,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,"-1",0,"null","null","3.27","0.53",685,6.52941883826223,0.37037037037037,0.22109508259976,"Marine"
"1:993",2609,"Echidna catenata",5213083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.55","0.59",371,5.91620206260743,0.037037037037037,-0.0950436431186635,"Marine"
"1:994",2613,"Gymnothorax mordax",2404017,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"4.5","0.8","4.14","0.61",186,5.2257466737132,0.111111111111111,0.00450113696516083,"Marine"
"1:995",2620,"Facciolella gilbertii",2402987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.4","0.45",41,3.71357206670431,0.037037037037037,-0.041176347575094,"Marine"
"1:996",2649,"Myrichthys breviceps",2404520,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"-1",0,"3.54","0.53","3.71","0.59",220,5.39362754635236,0.148148148148148,0.0357228807103315,"Marine"
"1:997",2651,"Myrichthys ocellatus",2404482,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"3.6","0.41","3.66","0.55",246,5.50533153593236,0.148148148148148,0.0315344562100129,"Marine"
"1:998",2652,"Myrophis punctatus",2404576,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"-1",0,"null","null","null","null",3742,8.22737550683403,0.111111111111111,-0.129041389446134,"Marine"
"1:999",2657,"Ophichthus triserialis",5213154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.78","0.6",189,5.24174701505964,0.037037037037037,-0.0700957924565877,"Marine"
"1:1000",2658,"Ophichthus zophochir",5213175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1",0,"null","null","3.85","0.6",303,5.71373280550937,0.037037037037037,-0.0876234194744153,"Marine"
"1:1001",2661,"Notacanthus chemnitzii",2405532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.5","0.37",1194,7.08506429395255,0.037037037037037,-0.13583208700616,"Marine"
"1:1002",2696,"Hypomesus transpacificus",2410879,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"3.15","0.079","3.069999933","0.22",161,5.08140436498446,0.222222222222222,0.119985695521702,"Marine"
"1:1003",2700,"Argentina silus",5214450,10,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.32","0.3","3.63","0.56",5483,8.60940767540405,0.37037037037037,0.111083676126416,"Marine"
"1:1004",2703,"Leuroglossus stilbius",2410951,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"null","null","3.26","0.42",2583,7.85670679309584,0.0740740740740741,-0.148916574891448,"Marine"
"1:1005",2713,"Tactostoma macropus",2347371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"4.2","null","4.2","0.73",931,6.83625927727707,0.037037037037037,-0.12279608801853,"Marine"
"1:1006",2714,"Chauliodus macouni",5203199,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"4.5","0.369","4.09","0.6",2309,7.7445698093545,0.111111111111111,-0.105621539041562,"Marine"
"1:1007",2716,"Saurida brasiliensis",2401157,9,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,"-1",0,"null","null","4.2","0.73",1575,7.36201055125973,0.333333333333333,0.141975326805406,"Marine"
"1:1008",2722,"Synodus poeyi",5212628,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"-1",0,"4.7","0.1","null","null",722,6.58202513889283,0.222222222222222,0.0714628296987089,"Marine"
"1:1009",2727,"Magnisudis atlantica",2401584,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"3.65","null","4.07","0.63",1380,7.22983877815125,0.111111111111111,-0.0710916302642914,"Marine"
"1:1010",2729,"Anotopterus pharao",2401111,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.34","0.76",290,5.66988092298052,0.0740740740740741,-0.0488998714481563,"Marine"
"1:1011",2730,"Benthalbella dentata",2401437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","4.5","0.8",417,6.0330862217988,0.037037037037037,-0.0988926892928244,"Marine"
"1:1012",2732,"Diaphus theta",2406199,7,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"-1",0,"3.19","0.118","3.13","0.25",2792,7.93451346388226,0.259259259259259,0.0322929823163815,"Marine"
"1:1013",2735,"Notoscopelus resplendens",2406106,8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"null","null","3","0",1811,7.50163445788341,0.296296296296296,0.0951814125003707,"Marine"
"1:1014",2737,"Stenobrachius leucopsarus",2405766,12,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,"-1",0,"3.1","null","3.61","0.51",10024,9.2127374965759,0.444444444444444,0.132038859141353,"Marine"
"1:1015",2739,"Triphoturus mexicanus",2405678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","3.33","0.4",4147,8.33014046024638,0.037037037037037,-0.207654095486333,"Marine"
"1:1016",3067,"Opsanus beta",2350911,9,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"-1",0,"null","null","null","null",15426,9.64380967649394,0.333333333333333,-0.0304819878542973,"Marine"
"1:1017",3068,"Opsanus pardus",2350906,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,"-1",0,"null","null","null","null",201,5.30330490805908,0.222222222222222,0.113012550435674,"Marine"
"1:1018",3069,"Opsanus tau",2350910,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"-1",0,"3.84","0.35","null","null",925,6.82979373751242,0.111111111111111,-0.0484413738507721,"Marine"
